name,price,brand,codigo de barra
 CLORURO DE MAGNESIO DROGAL DE 33 gr. CAJA x 12 SOBRES ,920,DROGAL,
 ESPEJO PARA COLGAR REDONDO GRANDE (ARTICULO B004) ,919.08,,
 O2+ ESPONJA EXFOLIANTE KONJAC NEGRA (4254) ,918.37,O2+,
 PASTILLERO BANDEJA SEMANAL 4 DOSIS DIARIA 7 x 4 u. ,914.4,DISMAR,
 BOLSA AGUA CALIENTE BREMEN STANDARD ,913,BREMEN,
 LENOX ANILLOS DIGITALES DE GEL PURO x 2 u TALLE 4  8223 ,905.04,LENOX,
 LENOX ANILLOS DIGITALES DE GEL PURO x 2 u TALLE 3  8222 ,905.04,LENOX,
 LENOX ANILLOS DIGITALES DE GEL PURO x 2 u TALLE 2  8221 ,905.04,LENOX,
 LENOX ANILLOS DIGITALES DE GEL PURO x 2 u TALLE 1  8220 ,905.04,LENOX,
 JACTANS MAQUILLAJE HUMECTANTE BE NATURAL YOU LATTE 748/001 ,902.74,JACTANS,
 JACTANS MAQUILLAJE HUMECTANTE BE NATURAL YOU CARAMELO 748/003 ,902.74,JACTANS,
 JACTANS MAQUILLAJE HUMECTANTE BE NATURAL YOU ALMENDRAS 748/002 ,902.74,JACTANS,
 MARY BOSQUES KERATINA EXPRESS POMO x 150 gr. ,902.26,MARY BOSQUES,
 PEINE FUREY  N: 14 (AFRO) ,901.22,FUREY,
 CHAPOTEANDO MAMADERA BOCA ANCHA 250 cc CON ASAS VIOLETA ,900,CHAPOTEANDO,
 CHAPOTEANDO MAMADERA BOCA ANCHA 250 cc CON ASAS VERDE ,900,CHAPOTEANDO,
 CHAPOTEANDO MAMADERA BOCA ANCHA 250 cc CON ASAS AMARILLO ,900,CHAPOTEANDO,
 CHAPOTEANDO MAMADERA BOCA ANCHA 250 cc C/ASAS ROSA ,900,CHAPOTEANDO,
 CHAPOTEANDO MAMADERA BOCA ANCHA 250 cc C/ASAS CELESTE ,900,CHAPOTEANDO,
 JERINGA NEOJET TUBERCULINA CON AGUJA 15 x 5    x 100 u ,898,NEOJET,
 JERINGA NEOJET INSULINA CON AGUJA 12 x 4    x 100 u ,898,NEOJET,
 APOSITO QUIRURGICO GASANA 15x20 (CAJA x 4 SOBRES) ,897,GASANA,
 APOSITO QUIRURGICO GASANA 10x20 (CAJA x 5 SOBRES) ,897,GASANA,
 APOSITO QUIRURGICO GASANA  7x20 (CAJA x 7 SOBRES) ,897,GASANA,
 TELA ADHESIVA SPORT ADHESUR 5 cm x 8 mts ,895,ADHESUR,
 O2+ BROCHA POLVO RUBOR (3202) ,894.14,O2+,
 NONISEC PAÑAL ADULTO EXTRA GRANDE x 10u ,892.66,NONISEC,
 SACALECHE FUREY PLASTICO CON MAMADERA UNISEX ,890,FUREY,
 SACALECHE FUREY PLASTICO CON MAMADERA ROSA ,890,FUREY,
 SACALECHE FUREY PLASTICO CON MAMADERA CELESTE ,890,FUREY,
 O2+ SET DE LIMAS 18 CM x 6 UNID. (0164) ,887.63,O2+,
 CHAPOTEANDO MAMADERA BOCA ANCHA 150 cc C/ASAS ROSA ,886,CHAPOTEANDO,
 CHAPOTEANDO MAMADERA BOCA ANCHA 150 cc C/ASAS CELESTE ,886,CHAPOTEANDO,
 CHAPOTEANDO VASO ANTIDERRAME x 250 cc CON ASAS VIOLETA ,880,CHAPOTEANDO,
 CHAPOTEANDO VASO ANTIDERRAME x 250 cc CON ASAS VERDE ,880,CHAPOTEANDO,
 CHAPOTEANDO VASO ANTIDERRAME x 250 cc CON ASAS ROSA ,880,CHAPOTEANDO,
 CHAPOTEANDO VASO ANTIDERRAME x 250 cc CON ASAS CELESTE ,880,CHAPOTEANDO,
 BOLSA PARA HIELO FUREY No.23 ,880,FUREY,
 MAS CEPILLO BRUSHING GRANDE 239 ,878.61,MAS,
 CHAPOTEANDO MAMADERA NATURAL BOCA ANCHA 250 cc CON ASAS VIOLETA ,877,CHAPOTEANDO,
 CHAPOTEANDO MAMADERA NATURAL BOCA ANCHA 250 cc CON ASAS VERDE ,877,CHAPOTEANDO,
 CHAPOTEANDO MAMADERA NATURAL BOCA ANCHA 250 cc CON ASAS AMARILLO ,877,CHAPOTEANDO,
 CHAPOTEANDO MAMADERA NATURAL BOCA ANCHA 250 cc C/ASAS ROSA ,877,CHAPOTEANDO,
 CHAPOTEANDO MAMADERA NATURAL BOCA ANCHA 250 cc C/ASAS CELESTE ,877,CHAPOTEANDO,
 MAS TIJERA DE CUTICULA  261 ,875.22,MAS,
 CHATA PLASTICA VERTICE ,870,VERTICE,
 MARY BOSQUES KERATINA EN CREMA POTE x 200 gr. ,867.84,MARY BOSQUES,
 TERMOMETRO DIGITAL CLINICO CITIZEN (CTA301C) ,867,CITIZEN,
 PARCHE OCULAR HIPOALERGIC ADULTO      x 20 u ,865.93,HIPOALERGIC,
 LENOX ALMOHADILLA DEDO GARRA GEL TALLE 3  8183 ,864.6,LENOX,
 LENOX ALMOHADILLA DEDO GARRA GEL TALLE 2  8182 ,864.6,LENOX,
 LENOX ALMOHADILLA DEDO GARRA GEL TALLE 1  8181 ,864.6,LENOX,
 LENOX ALMOHADILLA DEDO GARRA CON ELASTICO CHICA  8093 ,864.6,LENOX,
 MAS CLIPS RUBIO CORTO BOLSA x 72 u. 504 ,863.86,MAS,
 MAS CLIPS NEGRO CORTO BOLSA x 72 u. 503 ,863.86,MAS,
 CEPILLO NEUMATICO PALETA OGIB 404 ,863.64,OGIB,
 VASELINA MEDICINAL SANADROG x 500 ml ,860,SANADROG,
 JESSAMY CEPILLO CABELLO NEUMATICO OVAL COLOR (C850) ,855.65,JESSAMY,
 CEPILLO BAÑO MADERA MANGO DESMONTABLE FUREY ,855.65,FUREY,
 BROCHA AFEITAR DE MADERA ,855,Sin Marca,
 ACEITE DE COCO PURO TABLADA x 125 cc ,852,TABLADA,
 ALGODON DONCELLA x 500 gr. ,850.97,DONCELLA,
 MARY BOSQUES CREMA DE COCO CON ACEITE DE COCO Y ALMENDRAS SOBRE x 250 gr. ,850.81,MARY BOSQUES,
 PERA DE GOMA FUREY No. 10 ,848,FUREY,
 PERFUME GALAPAGOS UNISEX K ONE ,845.24,GALAPAGOS,
 PERFUME GALAPAGOS NENE CHAMPION ,845.24,GALAPAGOS,
 PERFUME GALAPAGOS NENA PRINCESS ,845.24,GALAPAGOS,
 PERFUME GALAPAGOS MUJER VERY IRRESISTIBLE ,845.24,GALAPAGOS,
 PERFUME GALAPAGOS MUJER ORGANZA ,845.24,GALAPAGOS,
 PERFUME GALAPAGOS MUJER HALOWIN ,845.24,GALAPAGOS,
 PERFUME GALAPAGOS MUJER FLOR ,845.24,GALAPAGOS,
 PERFUME GALAPAGOS MUJER EDEN ,845.24,GALAPAGOS,
 PERFUME GALAPAGOS MUJER CH N.5 ,845.24,GALAPAGOS,
 PERFUME GALAPAGOS MUJER CCHH ,845.24,GALAPAGOS,
 PERFUME GALAPAGOS MUJER CAROLINE ,845.24,GALAPAGOS,
 PERFUME GALAPAGOS MUJER BELLA ,845.24,GALAPAGOS,
 PERFUME GALAPAGOS MUJER ARMANI COBE ,845.24,GALAPAGOS,
 PERFUME GALAPAGOS MUJER AQUA DI GIO ,845.24,GALAPAGOS,
 PERFUME GALAPAGOS MUJER ANGEL DEMONIO ,845.24,GALAPAGOS,
 PERFUME GALAPAGOS MUJER ANGEL ,845.24,GALAPAGOS,
 PERFUME GALAPAGOS MUJER AMOR ,845.24,GALAPAGOS,
 PERFUME GALAPAGOS MUJER 212V ,845.24,GALAPAGOS,
 PERFUME GALAPAGOS MUJER 212 SEXY ,845.24,GALAPAGOS,
 PERFUME GALAPAGOS MUJER 212 ,845.24,GALAPAGOS,
 PERFUME GALAPAGOS HOMBRE UGO ,845.24,GALAPAGOS,
 PERFUME GALAPAGOS HOMBRE POLO CLASICO ,845.24,GALAPAGOS,
 PERFUME GALAPAGOS HOMBRE POLO BLUE ,845.24,GALAPAGOS,
 PERFUME GALAPAGOS HOMBRE POLO ,845.24,GALAPAGOS,
 PERFUME GALAPAGOS HOMBRE ONE MILLON ,845.24,GALAPAGOS,
 PERFUME GALAPAGOS HOMBRE MONTE BLANCO ,845.24,GALAPAGOS,
 PERFUME GALAPAGOS HOMBRE KENZO ,845.24,GALAPAGOS,
 PERFUME GALAPAGOS HOMBRE J PAUL ,845.24,GALAPAGOS,
 PERFUME GALAPAGOS HOMBRE ESCAPE ,845.24,GALAPAGOS,
 PERFUME GALAPAGOS HOMBRE D'OR ,845.24,GALAPAGOS,
 PERFUME GALAPAGOS HOMBRE CAROLINE ,845.24,GALAPAGOS,
 PERFUME GALAPAGOS HOMBRE AQUA DI GIO ,845.24,GALAPAGOS,
 PERFUME GALAPAGOS HOMBRE ANTONIO SECRETO ,845.24,GALAPAGOS,
 PERFUME GALAPAGOS HOMBRE 212 SEXY ,845.24,GALAPAGOS,
 PERFUME GALAPAGOS HOMBRE 212 ,845.24,GALAPAGOS,
 MARY BOSQUES SHOCK ACIDO SOBRE x 250 grs. ,841.07,MARY BOSQUES,
 PARCHE OCULAR HIPOALERGIC PEDIATRICO  x 20 u ,837.93,HIPOALERGIC,
 ALGABO COCOA BEACH PROTECTOR SOLAR F 15 x 200 ml ,837.48,COCOA BEACH,
 NONISEC PAÑAL ADULTO GRANDE x 10u ,836.42,NONISEC,
 O2+ COLITAS TUBO CON BRILLO x 32 u. (4001) ,828.08,O2+,
 O2+ ESPEJO DOBLE RECTANGULAR SWEET TIME (0294 ,827.19,O2+,
 O2+ ESPEJO DOBLE RECTANGULAR LUCKY KISS (0270) ,827.19,O2+,
 O2+ ESPEJO DOBLE RECTANGULAR GREEN DREAM (0287) ,827.19,O2+,
 O2+ PESTAÑAS POSTIZAS 3D H10 (4384) ,822.96,O2+,
 O2+ PESTAÑAS POSTIZAS 3D H09 (4377) ,822.96,O2+,
 O2+ PESTAÑAS POSTIZAS 3D H08 (4360) ,822.96,O2+,
 O2+ PESTAÑAS POSTIZAS 3D H07 (4353) ,822.96,O2+,
 O2+ PESTAÑAS POSTIZAS 3D H06 (4346) ,822.96,O2+,
 O2+ PESTAÑAS POSTIZAS 3D H05 (4339) ,822.96,O2+,
 O2+ PESTAÑAS POSTIZAS 3D H04 (4322) ,822.96,O2+,
 O2+ PESTAÑAS POSTIZAS 3D H03 (4315) ,822.96,O2+,
 O2+ PESTAÑAS POSTIZAS 3D H02 (4308) ,822.96,O2+,
 O2+ PESTAÑAS POSTIZAS 3D H01 (3806) ,822.96,O2+,
 LENOX SEPARADOR DEDO PLANO DE GEL x 2 u. TALLE 2  8013 ,821.07,LENOX,
 LENOX SEPARADOR DEDO PLANO DE GEL x 2 u. TALLE 1  8012 ,821.07,LENOX,
 LENOX SEPARADOR DEDO PLANO DE GEL TALLE 4  8015 ,821.07,LENOX,
 LENOX SEPARADOR DEDO PLANO DE GEL TALLE 3  8014 ,821.07,LENOX,
 LENOX SEPARADOR DEDO GORDO TABA DE GEL x 2 u. TALLE 3  8008 ,821.07,LENOX,
 LENOX SEPARADOR DEDO GORDO TABA DE GEL x 2 u. TALLE 2  8007 ,821.07,LENOX,
 LENOX SEPARADOR DEDO GORDO TABA DE GEL x 2 u. TALLE 1  8006 ,821.07,LENOX,
 LENOX SEPARADOR DEDO DOBLE T DE GEL MEDIANO 8311 ,821.07,LENOX,
 LENOX SEPARADOR DEDO DOBLE T DE GEL GRANDE 8312 ,821.07,LENOX,
 LENOX SEPARADOR DEDO DOBLE T DE GEL CHICO 8310 ,821.07,LENOX,
 JACTANS MASCARA FACIAL REGENERADORA HIDRATANTE CON HIALURONICO 674/003 ,820.66,JACTANS,
 JACTANS MASCARA FACIAL REGENERADORA ANTI AGE CON COLAGENO 674/002 ,820.66,JACTANS,
 JACTANS MAQUILLAJE COMPACTO CON CISNE PERSA  260/021 ,820.66,JACTANS,
 JACTANS MAQUILLAJE COMPACTO CON CISNE MAYA 260/019 ,820.66,JACTANS,
 JACTANS MAQUILLAJE COMPACTO CON CISNE FENICIA  260/023 ,820.66,JACTANS,
 JACTANS MAQUILLAJE COMPACTO CON CISNE EGIPCIA  260/022 ,820.66,JACTANS,
 JACTANS MAQUILLAJE COMPACTO CON CISNE CELTA  260/020 ,820.66,JACTANS,
 JACTANS MAQUILLAJE COMPACTO CON CISNE AZTECA  260/024 ,820.66,JACTANS,
 JACTANS BE SIMPLE CORRECTOR FACIAL TOSTADO x 5ml 740/003 ,820.66,JACTANS,
 JACTANS BE SIMPLE CORRECTOR FACIAL NATURAL x 5ml 740/001 ,820.66,JACTANS,
 JACTANS BE SIMPLE CORRECTOR FACIAL BEIGE x 5ml 740/002 ,820.66,JACTANS,
 DISNEY ESMALTE + 2 PLANCHAS DE STICKERS PEPPA PIG ,819.43,DISNEY,
 DISNEY ESMALTE + 2 PLANCHAS DE STICKERS LOL ,819.43,DISNEY,
 DISNEY ESMALTE + 2 PLANCHAS DE STICKERS FROZEN ,819.43,DISNEY,
 CHAPOTEANDO MAMADERA BOCA ANCHA 250 cc VERDE ,815,CHAPOTEANDO,
 CHAPOTEANDO MAMADERA BOCA ANCHA 250 cc ROSA ,815,CHAPOTEANDO,
 CHAPOTEANDO MAMADERA BOCA ANCHA 250 cc CELESTE ,815,CHAPOTEANDO,
 MAS ARQUEADOR DE PESTAÑAS  53 ,809.17,MAS,
 ALGABO SALLY UNICORNIO COLONIA x 100 ml ,803.64,ALGABO,
 CHAPOTEANDO CEPILLO MASAJEADOR DENTAL SILICONA PARA BEBE ,800,CHAPOTEANDO,
 JESSAMY ESPATULA PLASTICA PARA DEPILAR x 12 u. ,797.56,JESSAMY,
 TERMOMETRO EXATHERM CONTACTO ,796.73,EXATHERM,
 REPUESTO TENSIOMETRO ANEROIDE CAMARA GOMA ,795.9,REPUESTO SERVICE,
 JACTANS KIT ESMALTE FRANCESITA 206 ,793.3,JACTANS,
 MARY BOSQUES PALTA EN CREMA CAPILAR x 250 gr. ,793.09,MARY BOSQUES,
 O2+ PINZA DE DEPILAR CON PEINE FUCSIA (0171) ,792.53,O2+,
 O2+ BROCHA POLVO RUBOR CONTORNO (3301) ,786.84,O2+,
 O2+ BROCHA PARA BASE LIQUIDA (3400) ,786.84,O2+,
 MARY BOSQUES RUBIOS TOTALES DOYPACK x 250 gr. ,784.02,MARY BOSQUES,
 MAS BLADE MAX 3 AFEITADORA BLISTER MEN x 2  602 ,783.66,MAS,
 MARY BOSQUES 3 MINUTOS REPARADOR INTENSIVO x  250 gr. ,782.43,MARY BOSQUES,
 JERINGA NEOJET  3 cc SIN AGUJA  x 100 u ,775,NEOJET,
 JERINGA FUREY  3 cc SIN AGUJA x 100 u ,775,FUREY,
 MARY BOSQUES CREMA ARGAN REGENARACION CAPILAR CON CELULAS MADRE x 250 gr. ,774.92,MARY BOSQUES,
 ESCOFINA DOBLE ESMERIL PIECITO x 6 u. ,772.2,Sin Marca,
 MARY BOSQUES BOTOXX CAPILAR x 250 gr. ,769.17,MARY BOSQUES,
 COFIAS PLISADAS BLANCAS PADEMED x 100 u ,768,PADEMED,
 ESPEJO CON AUMENTO 10X (W101) ,767.45,MAGNIFYING,
 O2+ UÑAS POSTIZAS CON PEGAMENTO (4469) ,767.16,O2+,
 O2+ UÑAS POSTIZAS CON PEGAMENTO (4445) ,767.16,O2+,
 O2+ UÑAS POSTIZAS CON PEGAMENTO (4414) ,767.16,O2+,
 O2+ UÑAS POSTIZAS CON PEGAMENTO (4407) ,767.16,O2+,
 O2+ UÑAS POSTIZAS CON PEGAMENTO (4391) ,767.16,O2+,
 AEROCAMARA PEDIATRICA AERO100 CON MASCARA AB00102 ,696,AERO100,
 AEROCAMARA NEONATAL AERO100 CON MASCARA BEBE AB00101 ,696,AERO100,
 AEROCAMARA ADULTO AERO100 CON MASCARA AB00104 ,696,AERO100,
 CHAPOTEANDO MAMADERA NATURAL BOCA ANCHA 250 cc VERDE ,760,CHAPOTEANDO,
 CHAPOTEANDO MAMADERA NATURAL BOCA ANCHA 250 cc ROSA ,760,CHAPOTEANDO,
 CHAPOTEANDO MAMADERA NATURAL BOCA ANCHA 250 cc CELESTE ,760,CHAPOTEANDO,
 PINCEL PARA TINTURA CHICO x 12 unid. ,749.52,Sin Marca,
 JESSAMY CEPILLO CABELLO ARAÑA TUNEL COLOR (C853) ,745.75,JESSAMY,
 MUÑEQUERA NEOPRENE FUREY TUBO CON VELCRO TALLE 4 ,744.16,FUREY,
 MUÑEQUERA NEOPRENE FUREY TUBO CON VELCRO TALLE 3 ,744.16,FUREY,
 MUÑEQUERA NEOPRENE FUREY TUBO CON VELCRO TALLE 2 ,744.16,FUREY,
 MUÑEQUERA NEOPRENE FUREY TUBO CON VELCRO TALLE 1 ,744.16,FUREY,
" CINTA ADHESIVA HIPOALERGIC SENSITIVE 2,5 cm x 2,5 mts ",744.09,HIPOALERGIC,
 BOLSA PARA HIELO FUREY No.20 ,740,FUREY,
 JACTANS DELINEADOR CREMOSO/NEW KOHOL 280 ,738.58,JACTANS,
 DERMOGREEN CERA DEPILATORIA VEGETAL CON ALOE VERA BANDEJA x 400gr ,735.25,,
 REMERA DE ENTRENAMIENTO MUJER NEGRA TALLE SMALL ,729.31,FUREY,
 REMERA DE ENTRENAMIENTO MUJER NEGRA TALLE MEDIUM ,729.31,FUREY,
 REMERA DE ENTRENAMIENTO MUJER NEGRA TALLE LARGE ,729.31,FUREY,
 REMERA DE ENTRENAMIENTO MUJER NEGRA TALLE EXTRA LARGE ,729.31,FUREY,
 REMERA DE ENTRENAMIENTO MUJER BLANCA TALLE MEDIUM ,729.31,FUREY,
 REMERA DE ENTRENAMIENTO MUJER BLANCA TALLE LARGE ,729.31,FUREY,
 REMERA DE ENTRENAMIENTO MUJER BLANCA TALLE EXTRA LARGE ,729.31,FUREY,
 REMERA DE ENTRENAMIENTO MUJER BLANCA FUREY TALLE SMALL ,729.31,FUREY,
 REMERA DE ENTRENAMIENTO HOMBRE NEGRA TALLE SMALL ,729.31,FUREY,
 REMERA DE ENTRENAMIENTO HOMBRE FUREY BLANCA TALLE MEDIUM ,729.31,FUREY,
 REMERA DE ENTRENAMIENTO HOMBRE FUREY BLANCA TALLE LARGE ,729.31,FUREY,
 REMERA DE ENTRENAMIENTO HOMBRE BLANCA TALLE SMALL ,729.31,FUREY,
 REMERA DE ENTRENAMIENTO HOMBRE BLANCA TALLE EXTRA LARGE ,729.31,FUREY,
 CHAPOTEANDO PROBADOR (CADA 12 COLONIAS DEL MISMO TIPO) ,726,CHAPOTEANDO,
 CHAPOTEANDO COLONIA x 220cc CON VAPORIZADOR ,726,CHAPOTEANDO,
 VENDA CAMBRIC FUREY (Mod 1)  5 cm.x 12 UNIDADES ,725,FUREY,
 MUSLERA ELASTICA FUREY x 1 u. TALLE 3 ,722,FUREY,
 MUSLERA ELASTICA FUREY x 1 u. TALLE 2 ,722,FUREY,
 MUSLERA ELASTICA FUREY x 1 u. T.1 ,722,FUREY,
 CHAPOTEANDO CORTA UÑAS PARA BEBE ,720,CHAPOTEANDO,
 CHAPOTEANDO CHUPETE MACIZO CON ESTUCHE CLASICO 6 MESES+ VERDE ,720,CHAPOTEANDO,
 CHAPOTEANDO CHUPETE MACIZO CON ESTUCHE CLASICO 3 MESES+ VERDE ,720,CHAPOTEANDO,
 CHAPOTEANDO CHUPETE MACIZO CON ESTUCHE CLASICO 3 MESES+ CELESTE ,720,CHAPOTEANDO,
 CHAPOTEANDO CHUPETE MACIZO CON ESTUCHE ANATOMICO 6 MESES+ ROSA ,720,CHAPOTEANDO,
 CHAPOTEANDO CHUPETE MACIZO CON ESTUCHE ANATOMICO 6 MESES+ CELESTE ,720,CHAPOTEANDO,
 CHAPOTEANDO CHUPETE MACIZO CON ESTUCHE ANATOMICO 3 MESES+ TRANSPARENTE ,720,CHAPOTEANDO,
 CHAPOTEANDO CHUPETE MACIZO CON ESTUCHE ANATOMICO 3 MESES+ ROSA ,720,CHAPOTEANDO,
 CHAPOTEANDO CHUPETE MACIZO CON ESTUCHE ANATOMICO 3 MESES+ CELESTE ,720,CHAPOTEANDO,
 CHAPOTEANDO CHUPETE MACIZO C/ESTUCHE ANAT. 6 MESES+ TRANSP ,720,CHAPOTEANDO,
 JESSAMY GARLOPIN CALLOS MAQUINA CON REPUESTO x 10 u. ,714.35,JESSAMY,
 ESPEJO CON AUMENTO 5X (66025) ,711.99,MAGNIFYING,
 CREMA PARA MASAJES LOANDA x 450gr ,711.62,LOANDA,
 CHAPOTEANDO MAMADERA x 250 cc  CON ASAS VERDE ,706,CHAPOTEANDO,
 CHAPOTEANDO MAMADERA x 250 cc  CON ASAS ROSA ,706,CHAPOTEANDO,
 CHAPOTEANDO MAMADERA x 250 cc  CON ASAS CELESTE ,706,CHAPOTEANDO,
 CHAPOTEANDO MAMADERA x 250 cc  CON ASAS AMARILLO ,706,CHAPOTEANDO,
 CHAPOTEANDO MAMADERA x 150 cc  CON ASAS VERDE ,706,CHAPOTEANDO,
 CHAPOTEANDO MAMADERA x 150 cc  CON ASAS ROSA ,706,CHAPOTEANDO,
 CHAPOTEANDO MAMADERA x 150 cc  CON ASAS CELESTE ,706,CHAPOTEANDO,
 CHAPOTEANDO MAMADERA x 150 cc  CON ASAS AMARILLO ,706,CHAPOTEANDO,
 ALGABO SET DE REGALO CREMA + SHOWER GEL ,702.13,ALGABO,
 JESSAMY PESTAÑAS INDIVIDUALES MEDIANAS x 60 unid. ,698.65,JESSAMY,
 JESSAMY PESTAÑAS INDIVIDUALES LARGAS x 60 unid. ,698.65,JESSAMY,
 JESSAMY PESTAÑAS INDIVIDUALES CORTAS x 60 unid. ,698.65,JESSAMY,
 O2+ SET BROCHAS DE MAQUILLAJE NEGRO (0355) ,697.84,O2+,
 SOLUCION IODOPOVIDONA TABLADA x 100 cc ,695.42,TABLADA,
 O2+ BROCHA RETRACTIL CARTERA (3707) ,688.66,O2+,
 BOLSA PARA HIELO FUREY No.18 ,688,FUREY,
 IYOSEI ARGAN SHOCK ELIXIR SHAMPOO x 230ml. YHA170 ,687.15,IYOSEI,
 JACTANS MAQUILLAJE CORPORAL Y FACIAL JADE 738/001 ,683.86,JACTANS,
 JACTANS MAQUILLAJE CORPORAL Y FACIAL FUCSIA 738/005 ,683.86,JACTANS,
 JACTANS MAQUILLAJE CORPORAL Y FACIAL COBRE 738/004 ,683.86,JACTANS,
 JACTANS MAQUILLAJE CORPORAL Y FACIAL AMATISTA 738/006 ,683.86,JACTANS,
 DISNEY PERFUME INFANTIL CUBES SULLIVAN x 65ML 42516 ,682.63,DISNEY,
 DISNEY PERFUME INFANTIL CUBES MICKEY x 65ML 42479 ,682.63,DISNEY,
 DISNEY PERFUME INFANTIL CUBES LOS INCREIBLES x 65ML 42523 ,682.63,DISNEY,
 DISNEY LABIAL INFANTIL PRINCESAS EN BLISTER CENICIENTA 41956 ,682.63,DISNEY,
 DISNEY ESMALTE INFANTIL PRINCESAS EN BLISTER RAPUNZEL 41717 ,682.63,DISNEY,
 CHAPOTEANDO CAMBIADOR PULPO ,679.14,CHAPOTEANDO,
 CHAPOTEANDO CAMBIADOR PEZ CON MOÑO ,679.14,CHAPOTEANDO,
 CHAPOTEANDO CAMBIADOR BALLENA ,679.14,CHAPOTEANDO,
 O2+ COLITAS PELO CABLE TELEFONO x 4 unid. (3806) ,678.82,O2+,
 ALGABO SPIDERMAN COLONIA x 125ml ,671.11,ALGABO,
 ALGABO SALLY UNICORNIO COLONIA x  50ml ,671.11,ALGABO,
 ALGABO COLONIA MINIONS CON ESTUCHE x 125 cc ,671.11,ALGABO,
 ALGABO COLONIA HELLO KITTY DULZURA CON ESTUCHE x 125 cc ,671.11,ALGABO,
 ALGABO COLONIA HELLO KITTY ALEGRIA CON ESTUCHE x 125 cc ,671.11,ALGABO,
 ALGABO COLONIA FROZEN II x 125 cc ,671.11,ALGABO,
 ALGABO COLONIA AVENGERS IRON MAN CON ESTUCHE x 125 cc ,671.11,ALGABO,
 ALGABO COLONIA AVENGERS HULK CON ESTUCHE x 125 cc ,671.11,ALGABO,
 ALGABO COLONIA AVENGERS CAPITAN AMERICA CON ESTUCHE x 125 cc ,671.11,ALGABO,
 CHAPOTEANDO MORDILLO SONAJERO BLISTER ROSA ,664,CHAPOTEANDO,
 CHAPOTEANDO MORDILLO SONAJERO BLISTER CELESTE ,664,CHAPOTEANDO,
 O2+ ESPEJO 10X CON AUMENTO Y SOPAPA (1505) ,662.56,O2+,
 MAS PESTAÑAS POSTIZAS 199 ,660.46,MAS,
 VIVANT CREMA DE ORDEÑE NUTRICION x 200 gr. ,653.06,VIVANT,
 VIVANT CREMA DE ORDEÑE HIDRATACION x 200 gr. ,653.06,VIVANT,
 CHAPOTEANDO CEPILLO CABELLO + PEINE BEBE ROSA ,648,CHAPOTEANDO,
 CHAPOTEANDO CEPILLO CABELLO + PEINE BEBE CELESTE ,648,CHAPOTEANDO,
 CHAPOTEANDO CEPILLO CABELLO + PEINE BEBE BLANCO ,648,CHAPOTEANDO,
 CEPILLO NEUMATICO CHICO OGIB 431 ,646.25,OGIB,
 RODILLERA ELASTICA FUREY x 1 u. TALLE 8 ,646,FUREY,
 RODILLERA ELASTICA FUREY x 1 u. TALLE 7 ,646,FUREY,
 RODILLERA ELASTICA FUREY x 1 u. TALLE 6 ,646,FUREY,
 RODILLERA ELASTICA FUREY x 1 u. TALLE 5 ,646,FUREY,
 RODILLERA ELASTICA FUREY x 1 u. TALLE 4 ,646,FUREY,
 RODILLERA ELASTICA FUREY x 1 u. TALLE 3 ,646,FUREY,
 RODILLERA ELASTICA FUREY x 1 u. TALLE 2 ,646,FUREY,
 MARY BOSQUES 911 SIN ENJUAGUE TRATAMIENTO INTENSIVO FRASCO x 60 grs. ,645.35,MARY BOSQUES,
 BOLSA PARA HIELO FUREY No.15 ,645,FUREY,
 IYOSEI PROTECTOR THERMICO CAPILAR x 150 gr. ,643.12,IYOSEI,
 CEPILLO GINECOLOGICO ENDOCERVICAL GREYCELL x 10 u ,640.21,GREYTON,
 CHAPOTEANDO ASPIRADOR 307 ERGONÓMICO VERDE CON 2 BOQUILLAS ,640,CHAPOTEANDO,
 CHAPOTEANDO ASPIRADOR 307 ERGONÓMICO ROSA CON 2 BOQUILLAS ,640,CHAPOTEANDO,
 CHAPOTEANDO ASPIRADOR 307 ERGONÓMICO CELESTE CON 2 BOQUILLAS ,640,CHAPOTEANDO,
 CHAPOTEANDO BABITA DE TOALLA PULPO x 2 unid. ,638.57,CHAPOTEANDO,
 CHAPOTEANDO BABITA DE TOALLA PEZ CON MOÑO  x 2 unid. ,638.57,CHAPOTEANDO,
 CHAPOTEANDO BABITA DE TOALLA BALLENA x 2 unid. ,638.57,CHAPOTEANDO,
 MARY BOSQUES KERATINA EN CREMA SOBRE x 250 grs. ,631.09,MARY BOSQUES,
 CHAPOTEANDO COLONIA x 120cc CON VAPORIZADOR EN CAJA ,630,CHAPOTEANDO,
 BARBIJO KN95 x 20 u SPENQ ,630,SPENQ,
 REP NEB PISTON KIT DE MASCARAS (P59) ,629.52,REPUESTO SERVICE,
 PUMP GEL GRANDE PACK 25x23 cm ,629.4,PUMP GEL,
 CHAPOTEANDO MAMADERA x 250 cc VIOLETA ,626,CHAPOTEANDO,
 CHAPOTEANDO MAMADERA x 250 cc VERDE ,626,CHAPOTEANDO,
 CHAPOTEANDO MAMADERA x 250 cc ROSA ,626,CHAPOTEANDO,
 CHAPOTEANDO MAMADERA x 250 cc CELESTE ,626,CHAPOTEANDO,
 CHAPOTEANDO MAMADERA x 250 cc AMARILLO ,626,CHAPOTEANDO,
 CHAPOTEANDO MAMADERA x 150 cc VIOLETA ,626,CHAPOTEANDO,
 CHAPOTEANDO MAMADERA x 150 cc VERDE ,626,CHAPOTEANDO,
